ARC56URL,ActiveFrom,ActiveUntil,Priority,Hash
https://raw.githubusercontent.com/Aditya060806/Ciphera/HEAD/Ciphera-kyc/projects/Ciphera-kyc/smart_contracts/artifacts/kyc_box_storage/KYCBoxStorage.arc56.json,2026-07-16,,0,a3f74e17
https://raw.githubusercontent.com/Aditya060806/Ciphera/HEAD/Ciphera-kyc/projects/Ciphera-kyc/smart_contracts/artifacts/nullifier_registry/NullifierRegistry.arc56.json,2026-07-16,,0,c2b841a8
https://raw.githubusercontent.com/Aditya060806/Ciphera/HEAD/Ciphera-kyc/projects/Ciphera-kyc/smart_contracts/artifacts/smt_registry/SMTRegistry.arc56.json,2026-07-16,,0,84658229
https://raw.githubusercontent.com/Aditya060806/Ciphera/HEAD/Ciphera-kyc/projects/Ciphera-kyc/smart_contracts/credential_manager/smart_contracts/artifacts/credential_manager/CredentialManager.arc56.json,2026-07-16,,0,25f86a34
https://raw.githubusercontent.com/Aditya060806/Ciphera/HEAD/Ciphera-kyc/projects/Ciphera-kyc/smart_contracts/kyc_box_storage/smart_contracts/artifacts/kyc_box_storage/KYCBoxStorage.arc56.json,2026-07-16,,0,1c1968ad
https://raw.githubusercontent.com/Aditya060806/Ciphera/HEAD/Ciphera-kyc/projects/Ciphera-kyc/smart_contracts/nullifier_registry/smart_contracts/artifacts/nullifier_registry/NullifierRegistry.arc56.json,2026-07-16,,0,da7206cd
https://raw.githubusercontent.com/Aditya060806/Ciphera/HEAD/Ciphera-kyc/projects/Ciphera-kyc/smart_contracts/smt_registry/smart_contracts/artifacts/smt_registry/SMTRegistry.arc56.json,2026-07-16,,0,6615cbb4
https://raw.githubusercontent.com/adityaforgit/algorand-savings-vault/HEAD/projects/algorand-savings-vault-contracts/smart_contracts/artifacts/algo_vault/AlgoVault.arc56.json,2026-07-16,,0,c8a2778e
https://raw.githubusercontent.com/adityagavane47/CampusNexus-Hackathon/HEAD/projects/contracts/smart_contracts/artifacts/bank/Bank.arc56.json,2026-07-17,,0,369231d6
https://raw.githubusercontent.com/adityagavane47/CampusNexus-Hackathon/HEAD/projects/contracts/smart_contracts/artifacts/counter/Counter.arc56.json,2026-07-16,,0,aa626670
https://raw.githubusercontent.com/adityagavane47/CampusNexus-Hackathon/HEAD/projects/contracts/smart_contracts/artifacts/escrow/MilestoneEscrow.arc56.json,2026-07-16,,0,a4d36c8d
https://raw.githubusercontent.com/adityagavane47/CampusNexus-Hackathon/HEAD/projects/contracts/smart_contracts/artifacts/hello_world/HelloWorld.arc56.json,2026-07-16,,0,147342b9
https://raw.githubusercontent.com/adityagavane47/CampusNexus-Hackathon/HEAD/projects/contracts/smart_contracts/artifacts/hustle_score/HustleScore.arc56.json,2026-07-16,,0,fc9e8669
https://raw.githubusercontent.com/AdityaNik/AlgoSwap/HEAD/algoswap/projects/algoswap-contracts/smart_contracts/artifacts/swap_contract/AMMContract.arc56.json,2026-07-16,,0,83c9aedb
https://raw.githubusercontent.com/AdityaNik/AlgoSwap/HEAD/algoswap/projects/algoswap-contracts/smart_contracts/artifacts/swap_contract/MultiPoolAMMContract.arc56.json,2026-07-16,,0,a2a34682
https://raw.githubusercontent.com/AdityaNik/AlgoSwap/HEAD/algoswap/projects/algoswap-contracts/smart_contracts/artifacts/swap_contract/SwapContract.arc56.json,2026-07-16,,0,841fb754
https://raw.githubusercontent.com/Adityasingh2824/AlgoEase/HEAD/contracts/algoease_escrow/algoease_escrow/build/EscrowContract.arc56.json,2026-07-16,,0,443e1480
https://raw.githubusercontent.com/Adityasingh2824/AlgoEase/HEAD/contracts/algoease_escrow/build/EscrowContract.arc56.json,2026-07-16,,0,14f3d373
https://raw.githubusercontent.com/Adityasingh2824/AlgoEase/HEAD/contracts/src/EscrowContract.arc56.json,2026-07-16,,0,604a75d4
https://raw.githubusercontent.com/AdityaWagh19/Cadencia-A2A-Platform/HEAD/backend/artifacts/CadenciaEscrow.arc56.json,2026-07-16,,0,08254c5a
https://raw.githubusercontent.com/AdityaWagh19/Credencia/HEAD/backend/contracts/cadencia/CreditScore/CreditScore.arc56.json,2026-07-16,,0,a47301ef
https://raw.githubusercontent.com/AdityaWagh19/Credencia/HEAD/backend/contracts/cadencia/KYCRegistry/KYCRegistry.arc56.json,2026-07-16,,0,efe06b61
https://raw.githubusercontent.com/AdityaWagh19/Credencia/HEAD/backend/contracts/cadencia/LendingPool/LendingPool.arc56.json,2026-07-16,,0,6ac2a313
https://raw.githubusercontent.com/AdityaWagh19/Credencia/HEAD/backend/contracts/cadencia/LoanManager/LoanManager.arc56.json,2026-07-16,,0,6aff6245
https://raw.githubusercontent.com/AdityaWagh19/Credencia/HEAD/backend/contracts/cadencia/RepaymentEscrow/RepaymentEscrow.arc56.json,2026-07-16,,0,91fac285
https://raw.githubusercontent.com/Aeztrest/BlockSign/HEAD/blockchain/blocksign/projects/blocksign/smart_contracts/artifacts/blocksign/Blocksign.arc56.json,2026-07-16,,0,e8098e7b
https://raw.githubusercontent.com/ajaygupta7325/Algo/HEAD/projects/my-template/smart_contracts/artifacts/hello_world/HelloWorld.arc56.json,2026-07-16,,0,1693b3a6
https://raw.githubusercontent.com/ajaygupta7325/Algo/HEAD/projects/my-template/smart_contracts/artifacts/tip_jar/TipJar.arc56.json,2026-07-16,,0,3252097b
https://raw.githubusercontent.com/ajaygupta7325/Algo/HEAD/projects/my-template/smart_contracts/tip_jar/out/TipJar.arc56.json,2026-07-16,,0,1bcc1c93
https://raw.githubusercontent.com/ajaygupta7325/Algo/HEAD/smart_contracts/artifacts/hello_world/HelloWorld.arc56.json,2026-07-16,,0,c1e7f3e7
https://raw.githubusercontent.com/ajaygupta7325/Algo/HEAD/smart_contracts/artifacts/tip_jar/TipJar.arc56.json,2026-07-16,,0,2890aca7
https://raw.githubusercontent.com/ajboni/algorand-typescript-workshop/HEAD/projects/personal-bank/smart_contracts/artifacts/personal_bank/PersonalBank.arc56.json,2026-07-16,,0,c6363f86
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/account/AbstractedAccount.arc56.json,2026-07-17,,0,4a5a24b3
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/account/AbstractedAccountBalanceReader.arc56.json,2026-07-16,,0,995b041f
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/account/AbstractedAccountFactory.arc56.json,2026-07-16,,0,c69fd20b
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/account/AbstractedAccountMBR.arc56.json,2026-07-16,,0,d04711c5
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/dao/AkitaDAO.arc56.json,2026-07-16,,0,acf2a755
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/dao/AkitaDAOProposalValidator.arc56.json,2026-07-16,,0,fdbb3310
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/dao/AkitaDAOTypes.arc56.json,2026-07-16,,0,3f1c4600
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/asa-manager/AsaManagerPlugin.arc56.json,2026-07-16,,0,94314110
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/auction/AuctionPlugin.arc56.json,2026-07-16,,0,94eaa68d
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/dao/AkitaDAOPlugin.arc56.json,2026-07-16,,0,f4ea2bf7
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/dual-stake/DualStakePlugin.arc56.json,2026-07-16,,0,56dc7af4
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/gate/GatePlugin.arc56.json,2026-07-16,,0,253f28e1
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/haystack-router/HaystackRouterPlugin.arc56.json,2026-07-16,,0,73f65c89
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/hyper-swap/HyperSwapPlugin.arc56.json,2026-07-16,,0,3d59d6bd
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/marketplace/MarketplacePlugin.arc56.json,2026-07-16,,0,4fdad816
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/nfd/NFDPlugin.arc56.json,2026-07-16,,0,daba0e71
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/optin/OptInPlugin.arc56.json,2026-07-16,,0,2751711b
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/pay-silo/PaySiloFactoryPlugin.arc56.json,2026-07-16,,0,528c461c
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/pay-silo/PaySiloPlugin.arc56.json,2026-07-16,,0,e4b660ef
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/pay/PayPlugin.arc56.json,2026-07-16,,0,ef74fecb
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/poll/PollPluginContract.arc56.json,2026-07-16,,0,edbc6d02
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/raffle/RafflePlugin.arc56.json,2026-07-16,,0,2c93cfba
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/revenue-manager/RevenueManagerPlugin.arc56.json,2026-07-16,,0,a12c9766
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/rewards/RewardsPlugin.arc56.json,2026-07-16,,0,f312bec7
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/self-optin/SelfOptInPlugin.arc56.json,2026-07-16,,0,bf632cbe
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/social/AkitaSocialImpact.arc56.json,2026-07-16,,0,9c9a237d
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/social/AkitaSocialPlugin.arc56.json,2026-07-17,,0,3b15db23
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/staking-pool/StakingPoolPlugin.arc56.json,2026-07-16,,0,a75a34b7
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/staking/StakingPlugin.arc56.json,2026-07-16,,0,ff574aff
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/subscriptions/SubscriptionsPlugin.arc56.json,2026-07-16,,0,be0c484b
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/sunset/SunsetPlugin.arc56.json,2026-07-16,,0,77b5dce7
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/test-close-out/TestCloseOutPlugin.arc56.json,2026-07-16,,0,90ef9764
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/test-proxy-rekey/TestProxyRekeyPlugin.arc56.json,2026-07-16,,0,1142c363
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/update-akita-dao/DAOStub.arc56.json,2026-07-16,,0,e6517106
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/arc58/plugins/update-akita-dao/UpdateAkitaDAOPlugin.arc56.json,2026-07-16,,0,27d1d26a
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/auction/Auction.arc56.json,2026-07-17,,0,f32ec1c1
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/auction/AuctionFactory.arc56.json,2026-07-16,,0,96c6a201
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/escrow/Escrow.arc56.json,2026-07-16,,0,fbf3a716
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/escrow/EscrowFactory.arc56.json,2026-07-16,,0,ae247139
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/Gate.arc56.json,2026-07-16,,0,9417c528
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/akita-referrer/AkitaReferrerGate.arc56.json,2026-07-16,,0,6c4dd02c
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/asset/AssetGate.arc56.json,2026-07-16,,0,a1dea6e2
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/merkle-address/MerkleAddressGate.arc56.json,2026-07-16,,0,5f9c6d3d
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/merkle-asset/MerkleAssetGate.arc56.json,2026-07-16,,0,1b3dd45d
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/nfd-root/NFDGate.arc56.json,2026-07-16,,0,26cb628b
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/nfd-root/NFDRootGate.arc56.json,2026-07-16,,0,a450a63b
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/nfd/NFDGate.arc56.json,2026-07-16,,0,f6603ad0
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/poll/PollGate.arc56.json,2026-07-16,,0,44ff365e
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/social-activity/SocialActivityGate.arc56.json,2026-07-16,,0,26bf9c5d
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/social-follower-count/SocialFollowerCountGate.arc56.json,2026-07-16,,0,04d3a6b2
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/social-follower-index/SocialFollowerIndexGate.arc56.json,2026-07-16,,0,a3f060c1
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/social-impact/SocialImpactGate.arc56.json,2026-07-16,,0,1f50dfbc
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/social-moderator/SocialModeratorGate.arc56.json,2026-07-16,,0,380e6ffd
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/staking-amount/StakingAmountGate.arc56.json,2026-07-16,,0,a35dc393
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/staking-power/StakingPowerGate.arc56.json,2026-07-16,,0,8c715896
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/subscription-streak/SubscriptionStreakGate.arc56.json,2026-07-16,,0,4e7588d1
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/gates/sub-gates/subscription/SubscriptionGate.arc56.json,2026-07-16,,0,38113c9f
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/hyper-swap/HyperSwap.arc56.json,2026-07-16,,0,07409fdf
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/marketplace/Listing.arc56.json,2026-07-16,,0,360feb0e
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/marketplace/Marketplace.arc56.json,2026-07-16,,0,3bf71229
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/meta-merkles/MetaMerkles.arc56.json,2026-07-16,,0,71d741e4
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/mock-beacon/MockRandomnessBeacon.arc56.json,2026-07-16,,0,25f875b2
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/mocks/auction-factory/MockAuctionFactory.arc56.json,2026-07-16,,0,e21b1d7b
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/mocks/dao/MockAkitaDAO.arc56.json,2026-07-16,,0,f90ad822
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/mocks/marketplace/MockMarketplace.arc56.json,2026-07-16,,0,c6aedb21
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/mocks/poll-factory/MockPollFactory.arc56.json,2026-07-16,,0,d5c174ef
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/mocks/prize-box-factory/MockPrizeBoxFactory.arc56.json,2026-07-16,,0,884f8fdd
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/mocks/raffle-factory/MockRaffleFactory.arc56.json,2026-07-16,,0,dd35a61e
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/mocks/social/MockAkitaSocial.arc56.json,2026-07-16,,0,7d21d07f
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/mocks/staking-pool-factory/MockStakingPoolFactory.arc56.json,2026-07-16,,0,5f2f882b
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/mocks/subscriptions/MockSubscriptions.arc56.json,2026-07-16,,0,fcab6f10
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/mocks/wallet-factory/MockAbstractedAccountFactory.arc56.json,2026-07-16,,0,57652c38
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/mocks/wallet/MockAbstractedAccount.arc56.json,2026-07-16,,0,247ffcf4
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/plugin-dex/PluginDex.arc56.json,2026-07-16,,0,235232e5
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/poll/Poll.arc56.json,2026-07-16,,0,5fec6ae3
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/poll/PollFactory.arc56.json,2026-07-16,,0,bf3060b6
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/prize-box/PrizeBox.arc56.json,2026-07-16,,0,d9aac2be
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/prize-box/PrizeBoxFactory.arc56.json,2026-07-16,,0,96d2dcd6
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/raffle/Raffle.arc56.json,2026-07-17,,0,f8ffa72f
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/raffle/RaffleFactory.arc56.json,2026-07-16,,0,e42aa33f
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/rewards/Rewards.arc56.json,2026-07-16,,0,57216f16
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/social/AkitaSocial.arc56.json,2026-07-17,,0,4a51fe63
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/social/AkitaSocialGraph.arc56.json,2026-07-16,,0,c980df3b
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/social/AkitaSocialImpact.arc56.json,2026-07-16,,0,a1219ea1
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/social/AkitaSocialModeration.arc56.json,2026-07-16,,0,10f9ff8b
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/staking-pool/StakingPool.arc56.json,2026-07-17,,0,37157391
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/staking-pool/StakingPoolFactory.arc56.json,2026-07-16,,0,05372193
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/staking/Staking.arc56.json,2026-07-16,,0,d95ec311
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/subscriptions/Subscriptions.arc56.json,2026-07-17,,0,774dcfb2
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/sunset/AbstractedAccountUpdateStub.arc56.json,2026-07-16,,0,2d99806f
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/sunset/SunsetContract.arc56.json,2026-07-16,,0,f250607f
https://raw.githubusercontent.com/akita-protocol/akita-sc/HEAD/projects/akita-sc/smart_contracts/artifacts/sunset/WalletFactorySunsetContract.arc56.json,2026-07-16,,0,15e2e32d
